,channel_name,location,channel_id,lat_long,no_videos,word_count,population,video_duration,mean_syl_sec,std_syl_sec
303,Mississippi Department of Transportation,"Jackson, Mississippi",UCAZJpbHAIyVea2lY2sJBvZQ,"(32.3275393, -90.181474)",111,31842,166965.0,13630.978999999998,5.0615605317728924,0.4977374083287082
304,City of Park City,"Park City, Kansas",UCKWmOfUwmKPzAyvzvEvhs5A,"(37.8000123, -97.31837619999999)",45,416422,7729.0,172639.502,5.060381347787723,0.19764714057414945
305,showmecity,"Missouri City, Texas",UCpaZmht_7_Zvunux1zkDt0w,"(29.6185669, -95.5377215)",238,444878,74497.0,191366.30799999984,5.0596980471308655,0.4269119906394647
306,City of Aberdeen,"Aberdeen, South Dakota",UC2WDoaiGN9nFc1Zb4pyfpyw,"(45.4646985, -98.4864829)",70,348968,28388.0,145541.59499999997,5.058127460784722,0.1525329918213029
307,"City of Santa Rosa, California","Santa Rosa, California",UChF7Zl4VNfZFm-IUdtX6B_A,"(38.440429, -122.7140548)",108,1403611,175269.0,650439.4599999998,5.057766841090904,0.21429716007843577
308,TarrantCountyTX,"Tarrant County, Texas",UCreZ2-bXXetuRiKZAtXcNNA,"(32.7732044, -97.35165579999999)",38,253794,2054475.0,107227.76699999999,5.057537757752339,0.4130847460579768
309,"City of Moore, Oklahoma","Moore, Oklahoma",UCak9ErtW71dyEoj7TmLlqHw,"(35.3395079, -97.48670279999999)",330,848739,61523.0,418029.2879999997,5.056952009476939,0.2564220013685585
310,"City of Murfreesboro, TN - Government","Murfreesboro, Tennessee",UCbOkz_e8N4rIFiZkmWTkf8g,"(35.844432, -86.393051)",1124,1955393,136372.0,800306.2580000006,5.056725545745827,0.4020999582616103
311,Falmouth Maine,"Falmouth, Maine",UCHeGX1GVbkUOB-KSASNDvQw,"(43.7435343, -70.2601759)",25,29363,12162.0,12043.153999999997,5.055299802823455,0.28609762713493414
312,IndianaGovernment,"Indianapolis, Indiana",UCozYWNqZFDoraG0emqv5pxg,"(39.76906899999999, -86.164862)",8,23512,872680.0,10471.65,5.054497819974534,0.18385494415003695
313,RevereTV,"Revere, Massachusetts",UCGl4hREwgcCQxKA52C7Y_Bg,"(42.410139, -71.01202540000001)",622,1676186,53993.0,682105.8140000005,5.053785532118982,0.3691797956855757
314,Default Name,"New Hampshire, US",UCkEAENbr83XdYgNYXG1ZJMw,"(43.1938516, -71.5723953)",1,5844,,2128.51,5.053311109347299,
315,KingCountyTV,"Seattle, Washington",UCmsDL2CRIMtE1I6-eZqEx4g,"(47.590017, -122.3344614)",66,234748,724745.0,95129.34400000001,5.052961331383945,0.310937437693142
316,"City of Jacksonville, Alabama","Jacksonville, Alabama",UCvjFmKc5lozHgaRQ6wB8D_Q,"(33.8137125, -85.76135359999999)",83,430505,12612.0,234425.72900000008,5.052922925806861,0.23173249035954166
317,City of Georgetown,"Georgetown, Kentucky",UCZeRkYcroXWINV1rkHVlhzw,"(38.2097967, -84.55883109999999)",66,684430,,334728.44999999984,5.052124591104893,0.15746291548588162
318,City of Irondale Alabama Media Channel,"Irondale, Alabama",UCGKMIsxUusCwlTEQpaKBs1Q,"(33.5381601, -86.70721019999999)",23,88300,12468.0,56138.825999999994,5.0514738503918934,0.2580625959227501
319,mohavecountyus,"Mohave County, Arizona",UCxpmqlXxz7UYF9ol80H7dEQ,"(35.2143346, -113.7632828)",17,167932,207200.0,75498.58500000002,5.05127479464024,0.2590823349215925
320,pcctv1,"Clearwater, Florida",UCXRyq4zJBFhs8zpTiIGQL5Q,"(27.9616958, -82.8013817)",4,1866,115513.0,703.039,5.049595710143193,0.502143622785086
321,West Virginia Judiciary,"Charleston, West Virginia",UC_zHDYG-Whdzh7nQPyfsItg,"(38.3368502, -81.6111525)",76,577115,47929.0,231824.39199999993,5.048346202307581,0.3951390972943134
322,CCG TV,"Columbus, Georgia",UC3gct-vKDbdIuF1ZTAvtOhA,"(32.4609764, -84.9877094)",247,1977389,194058.0,809420.0920000005,5.048181319687244,0.3426264227883757
323,Town of Apple Valley Utah,"Apple Valley, Utah",UCxfcnSqTRCiZPLqABwMXslQ,"(37.10441550000001, -113.1251775)",3,32368,773.0,16198.387999999999,5.047142890499834,0.14188506907985968
324,"DuPage County, Illinois","Dupage County, Illinois",UC45ol-gzYfebGvZ3OLhzClA,"(41.8243831, -88.0900762)",30,41618,,17706.733,5.047133854107289,0.42284041104183134
325,City of Punta Gorda,"Punta Gorda, Florida",UC-Qo-k4PpXWo4IJQah6_Kqw,"(26.9297836, -82.0453664)",236,1517278,19761.0,615827.7820000002,5.046859440187271,0.20237724969502635
326,"City of Beaumont, Ca","Beaumont, California",UCvvsX3mVAdUeT7KLJnFgHYA,"(33.9294606, -116.977248)",104,1061676,46967.0,459167.52600000007,5.044755560259865,0.28726488916763937
327,Amherst Council Clerk,"Amherst, Ohio",UCVbdl2V5DTld5jQ-TSnz5cw,"(41.39825099999999, -82.227454)",87,351302,12088.0,167319.58099999995,5.04390814712065,0.26711260701377176
328,"City of Colonial Heights, Virginia","Colonial Heights, Virginia",UC1tsRrPU64271-CaggUfUmA,"(37.244039, -77.4102607)",9,18984,17830.0,8204.409,5.0424859733993275,0.37501828178287727
329,West Jordan,"West Jordan, Utah",UC7Up4AfoWj0KebppgTvnLSg,"(40.6096698, -111.9391031)",145,1695026,113905.0,746493.8969999996,5.041685419170382,0.23523754891009407
330,"City of Hot Springs, Arkansas Government","Hot Springs, Arkansas",UCvSlS0dSXw_50XhzT9E_kMA,"(34.5037004, -93.0551795)",172,706134,36915.0,315528.7879999998,5.041454237454815,0.33140584495557435
331,City of Texas City,"Texas City, Texas",UCdQS7VQBfII7oORQr99sh9g,"(29.383845, -94.9027002)",25,20417,48558.0,8457.342999999999,5.041314392572427,0.3135661615040909
332,cityofmesquitetexas,"Mesquite, Texas",UCISuuU-1AZXnm0-k_2sfJOQ,"(32.76679550000001, -96.5991593)",4,6405,143949.0,2558.37,5.040855603325706,0.45860429355611537
333,HardinCountyIA,"Hardin County, Iowa",UCldvOvGdfCT76xAGFpJ5u7Q,"(42.4285425, -93.17796589999999)",116,397607,17048.0,200729.609,5.0403060736218395,0.20006244784361485
334,"Cedar City, Utah - City Council","Cedar City, Utah",UCvv1r4z0JQJjAIgeLmMGmbA,"(37.6777847, -113.0610041)",34,329945,31806.0,136056.077,5.039562477316024,0.1297424929261653
335,Essex County New York,"Essex County, New Jersey",UCUTiUCto7MsxIbqK5M1rMrA,"(40.7947466, -74.2648829)",106,362244,808285.0,199038.89799999996,5.0375323630583715,0.3080617575027238
336,Newark City Council,"Newark, Ohio",UCWZ28Fau9gZ1D0U8F2L6UKg,"(40.057701, -82.4040069)",203,1184678,49423.0,484005.2630000001,5.037420611492045,0.25843569742882566
337,CityofLeagueCityTX,"League City, Texas",UCRyTPtc3XEWCGGpT7ddmcJg,"(29.5074538, -95.0949303)",21,4956,104903.0,1896.277,5.037096330790012,0.384544970808063
338,City of Stayton,"Stayton, Oregon",UCVALQZk-x5ZMWOCGh_fKPtg,"(44.8006775, -122.7945333)",47,459180,8129.0,198004.10600000003,5.036714711637277,0.4234139852887928
339,City of Guthrie Oklahoma,"Guthrie, Oklahoma",UCXgtbXE9AmzOLEYm1wxe6tg,"(35.878937, -97.42531849999999)",645,2205474,11350.0,886751.5629999987,5.035836964554242,0.3535297225075721
340,City of Sherwood Arkansas,"Sherwood, Arkansas",UCF1JLn4XfEMB_403o-gj7PQ,"(34.8150907, -92.2243153)",38,191536,31081.0,97060.06099999997,5.035785557412205,0.35655804761421867
341,"City of Huntington, Indiana","Huntington, Indiana",UC8hwdT9hgRsEUzl-aPlM1vA,"(40.8831011, -85.49747599999999)",5,2992,20330.0,1503.068,5.033909376276644,0.22879062384529994
342,City of Lowell,"Lowell, Michigan",UCeObjQ4b9fmrV22EiBb5KSA,"(42.9336426, -85.34196089999999)",172,840881,4092.0,375111.85099999985,5.03328129718273,0.23725036033147331
343,"City of Brighton, CO (KBRI-8)","Brighton, Colorado",UC7fxHV_KyittFb3M9jDbBGA,"(39.9852617, -104.8205283)",86,239781,40562.0,100638.71599999996,5.02996614713302,0.4567333224860109
344,City Of Cortez Council Meetings,"Cortez, Colorado",UCuJXUzV7IZDST9p2BLMGA7g,"(37.3503413, -108.5695371)",44,343695,8709.0,161509.41599999994,5.0273898415951015,0.16531580362013062
345,MetroNashville,"Nashville, Tennessee",UCKpWDnPeJ9IQ9Sx7AfBORhg,"(36.171835, -86.78063069999999)",477,1187453,,495780.2860000001,5.026199863971352,0.41075606376401314
346,"City of Dover, Delaware","Dover, Delaware",UCE48l9y073rRIXVx9EbLCpA,"(39.158168, -75.5243682)",23,124833,37538.0,59347.628000000004,5.024809918300472,0.14452523429736774
347,Town of Waxhaw NC,"Waxhaw, North Carolina",UCaVNojVBJdyFHzC1zkvhK7w,"(34.9245935, -80.7434019)",86,428705,15147.0,209395.87799999997,5.024340443908084,0.34203255935567506
348,"The Official City Of DeKalb, Illinois Municipal Government Video Channel","DeKalb, Illinois",UC_zpA4Z-yzeySUyvi44cZiQ,"(41.928178, -88.7503978)",176,1696763,45914.0,728123.1480000002,5.022707599130822,0.2877278212408818
349,PlattevilleWISC,"Platteville, Wisconsin",UC6UORZ8U7NlaS3giNhyuAaA,"(42.73416, -90.4784621)",88,629718,12457.0,278901.696,5.020202197691791,0.2856392723806589
350,centervillecityutah,"Centerville, Utah",UCqZ-L_LnFpbGbsBRKz4QFHA,"(40.9180005, -111.8721601)",88,1368533,17657.0,553998.3239999996,5.020048203614672,0.09537397829495196
351,City of Kingman,"Kingman, Arizona",UCCefFg5UL6weXKr-wenyHVQ,"(35.189443, -114.0530065)",9,26564,29472.0,9908.859,5.019955506837929,0.33106199724678054
352,"City of Albany, Oregon","Albany, Oregon",UCbJgGQBiWbOMvpHnGbMLa8w,"(44.6365107, -123.1059282)",19,44973,53503.0,19713.545,5.019877371666744,0.567460967445507
353,Provo City Council,"Provo, Utah",UC1yR7j8igrjxXOR0XsCasfw,"(40.233174, -111.664711)",47,475294,117335.0,205334.39299999995,5.018923499881795,0.20523092387645994
354,WaterlooCommunityTV,"Waterloo, Iowa",UCykjSisg4jbUpxXoEIOqw5A,"(42.485517, -92.3334264)",347,3237035,67587.0,1381054.5479999993,5.017717828185966,0.2488552420937034
355,Town of Cary,"Cary, North Carolina",UCFO7o7pWJ05YPZH6-T0hiyw,"(35.79154, -78.7811169)",355,1485881,165904.0,658034.6950000002,5.016368158892129,0.28110920073379003
356,City of Albion,"Albion, Michigan",UCIsBR9GwwVJIL2wyGJCiXfg,"(42.243097, -84.7530304)",7,42431,8285.0,19312.829999999998,5.01572295930616,0.12549762899367164
357,City of Savannah,"Savannah, Georgia",UCNaTc-Sjmlyby6XoBK8ZtrQ,"(32.0808989, -81.091203)",327,756800,146444.0,334001.86899999995,5.015714057959109,0.3887829997504832
358,Webster Massachusetts,"Webster, Massachusetts",UC1GDU6rDxjb7u7c9NnBm8qw,"(42.05009099999999, -71.88006279999999)",75,688583,17020.0,351241.75300000014,5.014628982725606,0.1609784334679332
359,Town of New Milford,"New Milford, Connecticut",UCy-PHUq7KONS5ytwwbiyMdA,"(41.5778088, -73.4101187)",54,604522,27099.0,273587.878,5.014522267136949,0.14681154098338736
360,Millville Cable Access,"Millville, Massachusetts",UCUmDFf-Vh4YhDiMqAnaMsug,"(42.0278756, -71.5808973)",13,153796,3252.0,70480.45,5.0142666236471225,0.13932687166102425
361,St. Louis County,"St Louis County, Missouri",UC2zQKsLDopMP6vAxDzAD0gw,"(38.6103023, -90.4125181)",7,9070,,3572.159,5.014201008298813,0.25606548536302504
362,Pembroke Pines Media,"Pembroke Pines, Florida",UC5C4-X_lLc_8dZ3pJzYRkZA,"(26.0274521, -80.34878549999999)",73,124018,170712.0,52226.55800000001,5.008999302395707,0.4172122678979848
363,CityofErie,"Erie, Pennsylvania",UCQuw9_BuK-LGyRIOygHdkWw,"(42.12922409999999, -80.085059)",304,3003460,97369.0,1135419.3870000003,5.008639982720409,0.16407554489097717
364,"NEK-TV Newport, VT","Newport, Vermont",UCKV7WVHOpRCBCwKh6P_O7iw,"(44.9346445, -72.2133462)",32,326522,4288.0,149431.97800000003,5.006357073092941,0.18891954269771039
365,CalaverasCommunityTV,"Angels Camp, California",UCBa_xGTLZoFxsXKD_T506Qw,"(38.0696456, -120.5406678)",608,5204415,,2199008.0649999995,5.004141545842949,0.25669782789576706
366,"City of New Ulm, MN","New Ulm, Minnesota",UCe4BSgVG_mRBNvu9HThuxnw,"(44.3144394, -94.45930179999999)",380,2098042,13238.0,911889.8379999987,5.0040607812794695,0.25805509727572523
367,Alabama Together,"Alabama, US",UCDWgz3YCxKXKbV9fGstbeLw,"(32.3182314, -86.902298)",5,1961,,899.37,5.002127276547977,0.40374560087173667
368,"SEMCOG, the Southeast Michigan Council of Governments","Detroit, Michigan",UCr0wxe2H-pgsBP8ag_HPNHQ,"(42.332029, -83.0476)",36,27128,673104.0,11011.983,5.000885142524068,0.3467561496304521
369,"Story County, Iowa","Story County, Iowa",UCTLajnmHYlpovDrzvgi0hMw,"(42.1040438, -93.5003454)",50,375653,97502.0,190585.3099999999,4.999836630078163,0.26214563399791757
370,City Of Sebastian,"Sebastian, Florida",UCpzAJigyTTM4gsU8NrjakIw,"(27.816415, -80.4706078)",176,1682821,25174.0,684629.2369999997,4.9992547959197395,0.2261858338983257
371,Virginia Government,"Richmond, Virginia",UCJmtQnnG2MwpHnSMzVj0siQ,"(37.5392253, -77.4319501)",125,420512,227032.0,179487.22599999997,4.9982483690646236,0.3305900095073598
372,Overlook NM,"Placitas, New Mexico",UCzdNUVVmpA4paSfwJUGjaLQ,"(35.3069845, -106.4486358)",16,8348,,3425.5069999999996,4.996370449486835,0.46268945689766333
373,Oconee County GA Government,"Watkinsville, Georgia",UCwmtvTm8RGjiwmHUO8DP1mw,"(33.855574, -83.39978049999999)",9,2063,2892.0,807.947,4.995439178713134,0.4561900196805166
374,Town of Emmitsburg,"Emmitsburg, Maryland",UC17xHnkC_VLkirblkEBdIDQ,"(39.7045417, -77.32693069999999)",54,308790,3090.0,124928.852,4.994271160624958,0.3763037462068017
375,"City of Battle Ground, WA","Battle Ground, Washington",UCdncPb-Uoz18wrk91zGhBig,"(45.7806939, -122.5475467)",1,4336,20576.0,1699.99,4.991686130177464,
376,montgomeryva,"Montgomery County, Virginia",UC4309B4P5WeQPjmZze1NUSw,"(37.2070304, -80.4103957)",218,1757787,98559.0,749640.4570000003,4.990934660056809,0.3449444448871617
377,"Boone County, IL Government","Belvidere, Illinois",UCHPpw58YhZQALqaKm1inNpA,"(42.2539351, -88.82470459999999)",11,134241,29625.0,64529.03800000001,4.990467012038326,0.06507811864816933
378,Marysville City Hall,"Marysville, Kansas",UCrPPJ9eQiOxWf3ZisFjK3qQ,"(39.842909, -96.648336)",35,643724,3271.0,257409.516,4.99013473640392,0.14907538387359648
379,Town of Vernon,"Vernon, Connecticut",UCYtqAAiyly9HwdaX6MHmDTg,"(41.8186802, -72.47903699999999)",5,49626,29289.0,22721.139,4.9893861812120495,0.23067908954185026
380,County Supervisors Association of Arizona,"Phoenix, Arizona",UClaFI77eHUaMVsDH4uiQzFQ,"(33.4476418, -112.1008513)",5,10270,1626078.0,3990.1589999999997,4.9891733220329915,0.3150746182671741
381,City of Marion Ohio,"Marion, Ohio",UCyKE64OZ0-ACD-5N6oaC-Yw,"(40.5886699, -83.1285242)",22,126162,43600.0,55562.386999999995,4.986361083979421,0.20325780047634812
382,CHANNEL 17/ TOWN MEETING TV,"Burlington, Vermont",UCJkWMLSqRNKLoyUZQiNoAcQ,"(44.48777330000001, -73.20746150000001)",355,1086051,42239.0,478390.8980000001,4.985916134570489,0.4206196891745373
383,LivoniaTV,"Livonia, Michigan",UC81D_yBDdwEXucKYYvCnXOQ,"(42.3959845, -83.37006509999999)",141,506438,94105.0,224563.16399999996,4.984814569369557,0.43233068862480406
384,Iowa Counties,"West Des Moines, Iowa",UCLHmerxoha95Oif5ubraYwA,"(41.59464800000001, -93.78072999999999)",20,106308,65608.0,44440.498999999996,4.984683811150904,0.31230584264888733
385,City of Crestview,"Crestview, Florida",UC6c0B22M2HhR57yJT3OPGyw,"(30.7541808, -86.5727995)",17,97479,23856.0,55987.715000000004,4.984375196816584,0.2554738436502519
386,City of Charleston SC,"Charleston, South Carolina",UCxDws_o-1voXBNOAZ17gZxw,"(32.7764749, -79.93105120000001)",32,319911,134875.0,138151.37600000002,4.983148203353327,0.16419492878482242
387,"City of Saginaw, MI","Saginaw, Michigan",UCTezqtA8UmUTHS_s4F9-Hpw,"(43.4194699, -83.9508068)",140,821630,48677.0,362863.1359999997,4.980778538755734,0.32419796527120825
388,New Jersey Government,"Trenton, New Jersey",UCUsNf-kiBIzayz14C59tKUQ,"(40.218798, -74.764752)",816,550018,84964.0,235975.25900000008,4.9801002421197715,0.3509032917148371
389,"City of Mobile, AL","Mobile, Alabama",UCdLrEwf3ewSNmCNm21fVfNg,"(30.6953657, -88.0398912)",159,1365532,190265.0,615417.6929999999,4.978242243885822,0.21784234564700822
390,Town of Rising Sun,"Rising Sun, Maryland",UCVhXWOvvPRbCJ24IyH2tZyg,"(39.6978871, -76.06272659999999)",76,414238,2800.0,177933.015,4.97768606980267,0.19750574750884076
